timestamps,TP9,FP1,FP2,TP10,n/a,n/a
1509076511.868,813.443,821.668,837.980,808.645,0.000,0.000
1509076511.868,843.669,827.357,850.181,848.399,0.000,0.000
1509076511.868,895.143,831.743,856.761,894.938,0.000,0.000
1509076511.868,928.112,835.102,862.998,916.391,0.000,0.000
1509076511.868,916.117,830.441,862.175,904.534,0.000,0.000
1509076511.883,874.787,825.300,853.334,866.768,0.000,0.000
1509076511.883,826.123,820.091,843.532,812.826,0.000,0.000
1509076511.883,785.204,809.467,833.388,780.200,0.000,0.000
1509076511.883,769.440,805.355,831.743,776.911,0.000,0.000
1509076511.883,782.531,808.508,831.812,793.772,0.000,0.000
1509076511.883,804.395,818.241,838.734,813.374,0.000,0.000
1509076511.883,844.149,825.643,846.754,853.196,0.000,0.000
1509076511.883,895.143,831.400,856.692,892.059,0.000,0.000
1509076511.905,929.277,830.715,863.478,914.061,0.000,0.000
1509076511.905,919.201,831.058,864.300,903.163,0.000,0.000
1509076511.905,877.940,829.481,856.007,872.662,0.000,0.000
1509076511.905,820.434,828.796,844.149,808.439,0.000,0.000
1509076511.905,773.278,822.833,835.307,765.738,0.000,0.000
1509076511.905,762.860,817.624,832.908,762.585,0.000,0.000
1509076511.905,784.998,815.842,834.759,787.740,0.000,0.000
1509076511.905,818.652,820.571,839.283,816.733,0.000,0.000
1509076511.905,853.745,827.425,847.782,855.253,0.000,0.000
1509076511.915,900.558,834.690,855.321,893.978,0.000,0.000
1509076511.915,940.312,835.307,858.817,927.769,0.000,0.000
1509076511.915,922.286,834.074,860.119,913.924,0.000,0.000
1509076511.915,869.715,833.594,858.406,861.627,0.000,0.000
1509076511.915,829.550,825.849,846.137,811.249,0.000,0.000
1509076511.915,789.933,822.422,837.569,780.543,0.000,0.000
1509076511.915,767.315,823.587,834.485,779.515,0.000,0.000
1509076511.935,780.406,825.095,839.283,798.364,0.000,0.000
1509076511.935,814.677,821.051,843.806,829.139,0.000,0.000
1509076511.935,863.272,821.119,850.455,876.295,0.000,0.000
1509076511.935,906.727,828.316,860.667,901.998,0.000,0.000
1509076511.935,930.236,834.622,867.864,917.145,0.000,0.000
1509076511.935,908.235,831.263,871.703,897.817,0.000,0.000
1509076511.935,876.500,825.575,859.708,868.481,0.000,0.000
1509076511.935,828.796,828.864,847.850,817.350,0.000,0.000
1509076511.935,787.397,829.687,834.965,787.466,0.000,0.000
1509076511.935,779.995,826.808,831.058,793.497,0.000,0.000
1509076511.949,802.408,828.385,834.965,813.648,0.000,0.000
1509076511.949,833.868,826.397,843.121,841.065,0.000,0.000
1509076511.949,871.360,824.341,854.362,882.395,0.000,0.000
1509076511.949,906.110,826.877,865.877,907.892,0.000,0.000
1509076511.949,924.547,829.139,871.017,919.750,0.000,0.000
1509076511.949,901.929,832.017,868.755,902.957,0.000,0.000
1509076511.949,857.515,828.385,856.898,863.066,0.000,0.000
1509076511.966,811.387,822.490,845.931,807.548,0.000,0.000
1509076511.966,775.608,818.995,839.009,776.773,0.000,0.000
1509076511.966,770.125,811.592,836.061,786.575,0.000,0.000
1509076511.966,777.322,805.355,841.819,797.678,0.000,0.000
1509076511.966,805.561,811.661,846.479,818.583,0.000,0.000
1509076511.966,844.492,819.543,856.144,854.979,0.000,0.000
1509076511.966,901.655,824.958,862.107,897.200,0.000,0.000
1509076511.966,933.869,829.276,868.550,912.347,0.000,0.000
1509076511.966,915.500,827.905,865.602,891.716,0.000,0.000
1509076511.983,863.135,825.780,857.240,849.701,0.000,0.000
1509076511.983,807.274,820.777,844.492,795.348,0.000,0.000
1509076511.983,775.471,813.785,832.703,773.552,0.000,0.000
1509076511.983,765.944,810.358,833.045,773.552,0.000,0.000
1509076511.983,779.035,809.125,837.501,780.886,0.000,0.000
1509076511.983,816.390,808.988,843.532,812.278,0.000,0.000
1509076511.983,855.801,813.991,851.483,855.527,0.000,0.000
1509076511.983,901.655,821.188,859.228,891.922,0.000,0.000
1509076511.999,929.825,826.260,866.493,910.702,0.000,0.000
1509076511.999,913.238,826.945,866.151,895.006,0.000,0.000
1509076511.999,876.158,822.559,856.555,861.833,0.000,0.000
1509076511.999,818.378,820.503,846.068,805.149,0.000,0.000
1509076511.999,767.246,816.870,838.117,774.649,0.000,0.000
1509076511.999,761.557,813.032,837.295,782.668,0.000,0.000
1509076511.999,787.123,814.265,837.980,799.735,0.000,0.000
1509076511.999,823.107,818.309,842.367,824.341,0.000,0.000
1509076512.016,856.281,824.958,851.757,864.643,0.000,0.000
1509076512.016,897.885,832.908,860.188,904.259,0.000,0.000
1509076512.016,932.909,834.485,862.038,926.672,0.000,0.000
1509076512.016,917.762,830.167,862.587,904.945,0.000,0.000
1509076512.016,865.945,821.805,857.926,856.829,0.000,0.000
1509076512.016,807.754,821.393,849.427,797.678,0.000,0.000
1509076512.016,778.830,815.362,837.089,777.253,0.000,0.000
1509076512.016,772.592,812.963,835.444,781.708,0.000,0.000
1509076512.016,789.591,813.237,838.255,801.859,0.000,0.000
1509076512.033,821.942,812.141,845.314,830.304,0.000,0.000
1509076512.033,858.817,814.608,853.471,869.098,0.000,0.000
1509076512.033,909.743,820.914,858.748,908.372,0.000,0.000
1509076512.033,935.857,824.752,864.643,918.859,0.000,0.000
1509076512.033,911.182,822.559,863.957,896.309,0.000,0.000
1509076512.033,863.341,820.914,854.499,853.950,0.000,0.000
1509076512.033,815.293,818.446,842.573,804.601,0.000,0.000
1509076512.033,777.253,815.293,835.307,781.023,0.000,0.000
1509076512.050,768.000,817.418,832.771,786.164,0.000,0.000
1509076512.050,788.288,822.764,833.799,802.065,0.000,0.000
1509076512.050,823.244,823.313,837.364,834.142,0.000,0.000
1509076512.050,856.966,823.792,849.084,874.170,0.000,0.000
1509076512.050,898.365,825.506,859.982,904.602,0.000,0.000
1509076512.050,930.648,831.400,867.453,917.351,0.000,0.000
1509076512.050,914.609,831.812,863.066,906.453,0.000,0.000
1509076512.050,860.188,826.328,854.156,867.727,0.000,0.000
1509076512.066,807.068,817.624,841.407,815.088,0.000,0.000
1509076512.066,772.181,810.975,834.142,782.120,0.000,0.000
1509076512.066,765.601,810.016,832.429,782.325,0.000,0.000
1509076512.066,792.401,812.415,830.921,804.670,0.000,0.000
1509076512.066,823.792,818.789,838.255,828.727,0.000,0.000
1509076512.066,854.225,824.135,850.660,857.172,0.000,0.000
1509076512.066,904.534,826.603,857.926,894.527,0.000,0.000
1509076512.066,932.430,828.042,861.490,908.577,0.000,0.000
1509076512.066,912.621,824.615,859.297,892.333,0.000,0.000
1509076512.083,867.453,825.712,851.483,854.430,0.000,0.000
1509076512.083,815.842,824.615,840.105,806.520,0.000,0.000
1509076512.083,781.845,812.483,831.195,788.837,0.000,0.000
1509076512.083,768.411,808.508,832.154,785.615,0.000,0.000
1509076512.083,782.942,815.636,837.638,791.715,0.000,0.000
1509076512.083,823.930,824.821,841.133,825.026,0.000,0.000
1509076512.083,863.683,828.248,845.794,868.344,0.000,0.000
1509076512.083,902.272,832.566,854.430,902.683,0.000,0.000
1509076512.101,925.370,833.251,861.216,917.693,0.000,0.000
1509076512.101,904.259,830.304,861.147,902.477,0.000,0.000
1509076512.101,862.792,817.350,853.059,868.001,0.000,0.000
1509076512.101,810.633,808.097,841.887,811.044,0.000,0.000
1509076512.101,770.879,805.972,834.074,777.802,0.000,0.000
1509076512.101,764.162,810.838,834.142,780.612,0.000,0.000
1509076512.101,791.030,815.362,833.936,801.448,0.000,0.000
1509076512.101,823.792,819.269,841.133,826.328,0.000,0.000
1509076512.101,862.518,820.503,849.564,866.973,0.000,0.000
1509076512.115,912.621,825.095,858.885,907.070,0.000,0.000
1509076512.115,938.941,830.784,865.671,922.286,0.000,0.000
1509076512.115,919.338,829.481,862.724,910.565,0.000,0.000
1509076512.115,863.957,825.026,857.720,861.970,0.000,0.000
1509076512.115,810.290,820.434,845.931,807.343,0.000,0.000
1509076512.115,778.007,820.023,837.775,783.902,0.000,0.000
1509076512.115,777.116,817.761,836.267,793.566,0.000,0.000
1509076512.133,799.118,809.742,839.420,813.991,0.000,0.000
1509076512.133,830.509,810.084,844.766,841.682,0.000,0.000
1509076512.133,872.251,815.019,850.798,886.096,0.000,0.000
1509076512.133,911.456,823.861,859.845,910.565,0.000,0.000
1509076512.133,935.994,827.905,863.135,921.806,0.000,0.000
1509076512.133,905.493,829.344,864.369,898.639,0.000,0.000
1509076512.133,858.611,824.615,854.088,866.014,0.000,0.000
1509076512.133,805.218,813.100,842.710,815.910,0.000,0.000
1509076512.133,769.440,802.613,836.335,790.619,0.000,0.000
1509076512.149,765.533,803.436,834.485,795.279,0.000,0.000
1509076512.149,789.865,809.193,834.896,811.181,0.000,0.000
1509076512.149,831.058,814.402,838.529,847.165,0.000,0.000
1509076512.149,864.506,818.515,850.318,883.217,0.000,0.000
1509076512.149,905.219,820.023,860.667,910.839,0.000,0.000
1509076512.149,930.922,824.341,865.465,923.314,0.000,0.000
1509076512.149,915.226,823.792,861.421,907.618,0.000,0.000
1509076512.149,865.191,821.736,851.483,859.708,0.000,0.000
1509076512.171,813.923,818.035,839.420,806.315,0.000,0.000
1509076512.171,782.325,815.430,832.977,780.338,0.000,0.000
1509076512.171,788.357,813.100,830.578,799.460,0.000,0.000
1509076512.171,804.601,813.717,833.183,812.689,0.000,0.000
1509076512.171,826.191,816.527,838.460,835.924,0.000,0.000
1509076512.171,861.353,822.079,848.399,875.746,0.000,0.000
1509076512.171,906.521,822.764,856.075,910.085,0.000,0.000
1509076512.171,936.816,821.119,863.135,925.781,0.000,0.000
1509076512.171,915.637,824.341,862.587,904.876,0.000,0.000
1509076512.183,871.703,823.724,852.237,866.082,0.000,0.000
1509076512.183,810.084,821.736,841.956,807.822,0.000,0.000
1509076512.183,778.624,816.184,831.949,785.341,0.000,0.000
1509076512.183,780.132,814.128,827.973,791.921,0.000,0.000
1509076512.183,803.436,822.147,831.400,805.972,0.000,0.000
1509076512.183,835.170,822.285,837.638,834.485,0.000,0.000
1509076512.183,868.070,817.898,847.508,871.017,0.000,0.000
1509076512.183,908.783,824.272,855.253,905.973,0.000,0.000
1509076512.205,933.321,828.796,859.091,926.604,0.000,0.000
1509076512.205,915.089,829.207,859.365,909.674,0.000,0.000
1509076512.205,873.142,818.789,849.564,864.917,0.000,0.000
1509076512.205,816.664,815.293,839.420,803.436,0.000,0.000
1509076512.205,776.019,813.580,832.566,775.128,0.000,0.000
1509076512.205,774.717,817.418,833.662,785.410,0.000,0.000
1509076512.205,805.149,822.147,834.074,811.318,0.000,0.000
1509076512.205,840.311,824.958,840.859,839.351,0.000,0.000
1509076512.218,875.472,825.849,850.798,876.912,0.000,0.000
1509076512.218,924.410,828.179,856.144,915.843,0.000,0.000
1509076512.218,944.973,831.126,858.680,933.321,0.000,0.000
1509076512.218,914.266,826.671,859.571,908.646,0.000,0.000
1509076512.218,857.652,821.805,855.458,852.648,0.000,0.000
1509076512.218,817.350,813.648,840.379,806.726,0.000,0.000
1509076512.218,784.244,806.177,832.703,778.350,0.000,0.000
1509076512.218,774.991,808.645,832.017,783.079,0.000,0.000
1509076512.218,797.884,818.515,835.033,802.271,0.000,0.000
1509076512.231,830.852,823.313,841.476,836.610,0.000,0.000
1509076512.231,863.957,821.325,850.318,877.117,0.000,0.000
1509076512.231,912.690,814.608,857.583,913.855,0.000,0.000
1509076512.231,937.159,814.814,862.518,921.532,0.000,0.000
1509076512.231,914.609,819.132,861.216,900.695,0.000,0.000
1509076512.231,861.353,822.285,853.059,854.841,0.000,0.000
1509076512.231,810.221,820.228,839.968,803.984,0.000,0.000
1509076512.250,777.322,817.898,833.731,783.216,0.000,0.000
1509076512.250,772.113,820.365,833.799,788.974,0.000,0.000
1509076512.250,799.666,820.982,831.880,812.141,0.000,0.000
1509076512.250,828.522,822.010,840.585,833.731,0.000,0.000
1509076512.250,866.768,818.926,849.564,872.936,0.000,0.000
1509076512.250,901.723,825.369,861.010,900.832,0.000,0.000
1509076512.250,931.470,831.949,863.203,922.491,0.000,0.000
1509076512.250,907.344,828.864,859.708,907.207,0.000,0.000
1509076512.250,859.160,822.627,851.140,860.530,0.000,0.000
1509076512.250,811.729,815.636,840.174,808.371,0.000,0.000
1509076512.265,780.886,812.415,832.566,783.833,0.000,0.000
1509076512.265,777.733,810.701,831.126,790.550,0.000,0.000
1509076512.265,806.177,808.645,831.263,814.677,0.000,0.000
1509076512.265,832.360,810.701,840.928,840.928,0.000,0.000
1509076512.265,861.490,812.552,851.826,871.017,0.000,0.000
1509076512.265,907.412,816.870,858.954,904.534,0.000,0.000
1509076512.265,933.184,818.309,863.889,920.024,0.000,0.000
1509076512.284,912.484,823.930,861.627,903.848,0.000,0.000
1509076512.284,862.244,823.244,853.059,860.256,0.000,0.000
1509076512.284,815.910,816.047,839.351,813.511,0.000,0.000
1509076512.284,779.378,812.689,834.896,786.164,0.000,0.000
1509076512.284,772.867,815.019,835.444,787.534,0.000,0.000
1509076512.284,786.232,818.926,839.077,795.965,0.000,0.000
1509076512.284,827.425,818.583,845.863,837.980,0.000,0.000
1509076512.284,867.110,822.696,854.773,879.516,0.000,0.000
1509076512.284,907.207,827.288,861.353,910.017,0.000,0.000
1509076512.299,925.576,828.933,864.163,916.597,0.000,0.000
1509076512.299,904.465,831.675,862.792,897.405,0.000,0.000
1509076512.299,861.284,830.098,852.854,857.515,0.000,0.000
1509076512.299,808.234,823.313,842.161,806.246,0.000,0.000
1509076512.299,775.197,818.583,834.279,781.708,0.000,0.000
1509076512.299,770.056,818.309,836.335,782.736,0.000,0.000
1509076512.299,791.990,819.474,839.420,803.847,0.000,0.000
1509076512.299,823.176,816.116,844.972,835.239,0.000,0.000
1509076512.316,860.256,816.527,851.552,871.908,0.000,0.000
1509076512.316,905.767,824.067,860.325,905.150,0.000,0.000
1509076512.316,932.704,823.587,862.312,924.205,0.000,0.000
1509076512.316,896.720,821.051,861.970,895.623,0.000,0.000
1509076512.316,841.819,816.733,852.991,845.383,0.000,0.000
1509076512.316,786.506,813.923,844.012,788.631,0.000,0.000
1509076512.316,761.146,808.919,834.074,768.411,0.000,0.000
1509076512.316,767.383,812.278,834.690,778.967,0.000,0.000
1509076512.333,794.663,813.785,836.815,799.392,0.000,0.000
1509076512.333,829.687,812.620,844.492,832.292,0.000,0.000
1509076512.333,866.562,818.446,852.785,869.098,0.000,0.000
1509076512.333,909.606,829.755,855.527,905.493,0.000,0.000
1509076512.333,929.140,838.940,860.051,916.734,0.000,0.000
1509076512.333,899.050,840.105,859.913,892.607,0.000,0.000
1509076512.333,852.580,833.045,851.689,849.358,0.000,0.000
1509076512.333,800.283,825.095,838.049,793.429,0.000,0.000
1509076512.333,772.318,818.857,832.086,769.440,0.000,0.000
1509076512.348,775.266,816.321,831.949,778.967,0.000,0.000
1509076512.348,795.896,817.898,833.388,797.267,0.000,0.000
1509076512.348,832.292,818.857,836.747,837.089,0.000,0.000
1509076512.348,868.481,823.107,847.370,869.098,0.000,0.000
1509076512.348,906.316,832.154,856.144,892.402,0.000,0.000
1509076512.348,925.781,842.298,861.147,897.885,0.000,0.000
1509076512.348,901.792,838.049,858.268,881.984,0.000,0.000
1509076512.348,851.963,829.139,848.673,837.021,0.000,0.000
1509076512.366,800.900,820.845,837.638,787.740,0.000,0.000
1509076512.366,772.935,814.402,831.058,772.250,0.000,0.000
1509076512.366,771.427,811.592,828.864,778.076,0.000,0.000
1509076512.366,790.207,814.814,831.332,790.687,0.000,0.000
1509076512.366,815.156,818.446,841.407,814.608,0.000,0.000
1509076512.366,859.845,818.995,848.673,863.820,0.000,0.000
1509076512.366,908.577,822.147,856.692,902.889,0.000,0.000
1509076512.366,928.866,825.712,861.490,911.456,0.000,0.000
1509076512.383,897.680,818.035,860.256,886.165,0.000,0.000
1509076512.383,847.713,809.810,854.019,839.351,0.000,0.000
1509076512.383,798.569,807.274,841.887,791.715,0.000,0.000
1509076512.383,777.322,808.439,833.045,780.269,0.000,0.000
1509076512.383,778.076,811.044,833.799,790.276,0.000,0.000
1509076512.383,782.120,815.088,836.541,791.236,0.000,0.000
1509076512.383,806.246,820.365,840.791,809.673,0.000,0.000
1509076512.383,844.492,826.191,849.016,842.984,0.000,0.000
1509076512.383,894.527,831.332,858.748,884.040,0.000,0.000
1509076512.399,918.584,834.211,863.546,897.131,0.000,0.000
1509076512.399,892.745,836.061,860.736,881.024,0.000,0.000
1509076512.399,846.068,833.388,847.987,843.121,0.000,0.000
1509076512.399,780.954,829.207,836.610,781.297,0.000,0.000
1509076512.399,738.733,821.805,832.566,747.164,0.000,0.000
1509076512.399,739.830,820.640,834.828,752.030,0.000,0.000
1509076512.399,765.259,820.708,835.856,775.334,0.000,0.000
1509076512.399,797.541,824.889,839.625,807.822,0.000,0.000
1509076512.416,840.037,829.550,847.713,845.794,0.000,0.000
1509076512.416,883.697,833.799,854.156,874.581,0.000,0.000
1509076512.416,902.889,832.566,856.692,886.644,0.000,0.000
1509076512.416,869.441,828.796,856.898,858.131,0.000,0.000
1509076512.416,819.680,825.026,847.370,809.947,0.000,0.000
1509076512.416,765.601,824.409,839.009,753.538,0.000,0.000
1509076512.416,736.608,815.910,829.550,739.007,0.000,0.000
1509076512.416,726.464,809.262,828.522,742.297,0.000,0.000
1509076512.433,748.123,811.798,832.086,761.694,0.000,0.000
1509076512.433,786.506,819.063,839.762,799.529,0.000,0.000
1509076512.433,830.304,823.998,847.302,837.775,0.000,0.000
1509076512.433,878.077,829.139,852.580,870.949,0.000,0.000
1509076512.433,889.592,834.074,856.555,874.581,0.000,0.000
1509076512.433,854.773,833.868,858.200,846.137,0.000,0.000
1509076512.433,812.552,832.086,850.181,806.863,0.000,0.000
1509076512.433,762.311,824.341,839.831,761.900,0.000,0.000
1509076512.433,731.742,818.035,834.279,744.422,0.000,0.000
1509076512.446,729.549,815.362,833.594,750.796,0.000,0.000
1509076512.446,741.886,817.350,834.553,760.392,0.000,0.000
1509076512.446,778.761,822.764,837.569,792.743,0.000,0.000
1509076512.446,814.471,830.509,848.399,821.051,0.000,0.000
1509076512.446,852.991,836.952,859.228,845.246,0.000,0.000
1509076512.446,869.235,842.436,866.356,854.841,0.000,0.000
1509076512.446,845.588,839.077,861.284,835.581,0.000,0.000
1509076512.468,791.921,834.211,852.580,783.490,0.000,0.000
1509076512.468,734.826,830.989,839.488,731.125,0.000,0.000
1509076512.468,707.342,827.562,829.618,716.457,0.000,0.000
1509076512.468,703.503,824.615,830.030,713.236,0.000,0.000
1509076512.468,721.255,822.147,836.541,722.146,0.000,0.000
1509076512.468,750.042,820.091,842.367,752.167,0.000,0.000
1509076512.468,793.909,818.378,850.318,803.299,0.000,0.000
1509076512.468,843.121,824.958,858.611,841.956,0.000,0.000
1509076512.468,859.982,832.154,863.066,846.617,0.000,0.000
1509076512.468,827.562,833.183,859.228,817.555,0.000,0.000
1509076512.481,776.362,831.263,848.673,766.629,0.000,0.000
1509076512.481,722.832,829.207,839.420,712.414,0.000,0.000
1509076512.481,699.322,829.002,835.102,697.814,0.000,0.000
1509076512.481,699.459,827.014,832.292,708.096,0.000,0.000
1509076512.481,713.168,829.481,838.323,720.159,0.000,0.000
1509076512.481,740.104,836.267,844.423,745.587,0.000,0.000
1509076512.481,780.406,839.762,851.483,780.543,0.000,0.000
1509076512.481,820.228,841.887,859.708,806.315,0.000,0.000
1509076512.499,830.989,841.065,865.397,811.935,0.000,0.000
1509076512.499,806.452,835.581,862.244,794.868,0.000,0.000
1509076512.499,754.498,828.796,851.483,739.350,0.000,0.000
1509076512.499,699.665,823.998,841.270,690.480,0.000,0.000
1509076512.499,659.500,819.954,841.202,668.753,0.000,0.000
